"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         1.633,              ,  0.000000    ,  17008.45    ,  26814.79    ,  0.000000    ,  26814.79    ,  17008.45    ,  9806.341    ,  9787.611    , -18.73031    ,-0.4274057E-01,  43823.24    ,  775918.6    ,  1865655.    ,  24.07012    , 0.1290170E-02, 0.1290170E-02
         1.650,              ,  0.000000    ,  17319.17    ,  27089.79    ,  0.000000    ,  27089.79    ,  17319.17    ,  9770.618    ,  9753.410    , -17.20837    ,-0.3874975E-01,  44408.97    ,  785672.0    ,  1910064.    ,  6.861752    , 0.3592421E-03, 0.3592421E-03
         1.667,              ,  0.000000    ,  17864.12    ,  27364.79    ,  0.000000    ,  27364.79    ,  17864.12    ,  9500.668    ,  9499.035    , -1.633266    ,-0.3611109E-02,  45228.92    ,  795171.1    ,  1955292.    ,  5.228487    , 0.2674018E-03, 0.2674018E-03
         1.683,              ,  0.000000    ,  18393.79    ,  27639.79    ,  0.000000    ,  27639.79    ,  18393.79    ,  9246.003    ,  9267.381    ,  21.37793    , 0.4643985E-01,  46033.58    ,  804438.5    ,  2001326.    ,  26.60641    , 0.1329439E-02, 0.1329439E-02
         1.700,              ,  0.000000    ,  18687.93    ,  27914.79    ,  0.000000    ,  27914.79    ,  18687.93    ,  9226.866    ,  9254.835    ,  27.96846    , 0.6001465E-01,  46602.72    ,  813693.3    ,  2047929.    ,  54.57487    , 0.2664881E-02, 0.2664881E-02
         1.717,              ,  0.000000    ,  19092.19    ,  28189.79    ,  0.000000    ,  28189.79    ,  19092.19    ,  9097.606    ,  9138.742    ,  41.13538    , 0.8700013E-01,  47281.98    ,  822832.0    ,  2095211.    ,  95.71025    , 0.4568049E-02, 0.4568049E-02
         1.733,              ,  0.000000    ,  19198.75    ,  28464.79    ,  0.000000    ,  28464.79    ,  19198.75    ,  9266.043    ,  9310.403    ,  44.35966    , 0.9306833E-01,  47663.54    ,  832142.4    ,  2142874.    ,  140.0699    , 0.6536544E-02, 0.6536544E-02
         1.750,              ,  0.000000    ,  19477.79    ,  28739.79    ,  0.000000    ,  28739.79    ,  19477.79    ,  9262.001    ,  9315.650    ,  53.64893    , 0.1112642    ,  48217.58    ,  841458.1    ,  2191092.    ,  193.7188    , 0.8841201E-02, 0.8841201E-02
         1.767,              ,  0.000000    ,  19908.94    ,  29014.79    ,  0.000000    ,  29014.79    ,  19908.94    ,  9105.849    ,  9173.584    ,  67.73508    , 0.1384503    ,  48923.73    ,  850631.7    ,  2240016.    ,  261.4539    , 0.1167197E-01, 0.1167197E-01
         1.783,              ,  0.000000    ,  20507.07    ,  29289.79    ,  0.000000    ,  29289.79    ,  20507.07    ,  8782.725    ,  8853.230    ,  70.50497    , 0.1415852    ,  49796.86    ,  859484.9    ,  2289812.    ,  331.9589    , 0.1449721E-01, 0.1449721E-01
         1.800,              ,  0.000000    ,  20639.59    ,  29564.79    ,  0.000000    ,  29564.79    ,  20639.59    ,  8925.206    ,  8982.202    ,  56.99546    , 0.1135269    ,  50204.38    ,  868467.1    ,  2340017.    ,  388.9543    , 0.1662186E-01, 0.1662186E-01
         1.817,              ,  0.000000    ,  20977.31    ,  29839.79    ,  0.000000    ,  29839.79    ,  20977.31    ,  8862.477    ,  8925.646    ,  63.16971    , 0.1243080    ,  50817.11    ,  877392.8    ,  2390834.    ,  452.1241    , 0.1891073E-01, 0.1891073E-01
         1.833,              ,  0.000000    ,  21386.24    ,  30114.79    ,  0.000000    ,  30114.79    ,  21386.24    ,  8728.556    ,  8796.332    ,  67.77530    , 0.1315999    ,  51501.03    ,  886189.1    ,  2442335.    ,  519.8993    , 0.2128698E-01, 0.2128698E-01
         1.850,              ,  0.000000    ,  21776.12    ,  30389.79    ,  0.000000    ,  30389.79    ,  21776.12    ,  8613.671    ,  8684.079    ,  70.40849    , 0.1349703    ,  52165.91    ,  894873.2    ,  2494501.    ,  590.3078    , 0.2366437E-01, 0.2366437E-01
         1.867,              ,  0.000000    ,  21999.45    ,  30664.79    ,  0.000000    ,  30664.79    ,  21999.45    ,  8665.342    ,  8732.558    ,  67.21554    , 0.1276303    ,  52664.24    ,  903605.7    ,  2547165.    ,  657.5234    , 0.2581393E-01, 0.2581393E-01
         1.883,              ,  0.000000    ,  21966.59    ,  30939.79    ,  0.000000    ,  30939.79    ,  21966.59    ,  8973.203    ,  9040.442    ,  67.23868    , 0.1270899    ,  52906.38    ,  912646.2    ,  2600072.    ,  724.7621    , 0.2787470E-01, 0.2787470E-01
         1.900,              ,  0.000000    ,  22273.38    ,  31214.79    ,  0.000000    ,  31214.79    ,  22273.38    ,  8941.410    ,  9012.803    ,  71.39328    , 0.1334749    ,  53488.17    ,  921659.0    ,  2653560.    ,  796.1553    , 0.3000330E-01, 0.3000330E-01
         1.917,              ,  0.000000    ,  22643.02    ,  31489.79    ,  0.000000    ,  31489.79    ,  22643.02    ,  8846.768    ,  8921.818    ,  75.05057    , 0.1386415    ,  54132.82    ,  930580.8    ,  2707693.    ,  871.2059    , 0.3217522E-01, 0.3217522E-01
         1.933,              ,  0.000000    ,  22951.91    ,  31764.79    ,  0.000000    ,  31764.79    ,  22951.91    ,  8812.884    ,  8884.652    ,  71.76856    , 0.1311639    ,  54716.70    ,  939465.4    ,  2762409.    ,  942.9745    , 0.3413594E-01, 0.3413594E-01
         1.950,              ,  0.000000    ,  22973.88    ,  32039.79    ,  0.000000    ,  32039.79    ,  22973.88    ,  9065.912    ,  9139.487    ,  73.57465    , 0.1337389    ,  55013.67    ,  948604.9    ,  2817423.    ,  1016.549    , 0.3608081E-01, 0.3608081E-01
         1.967,              ,  0.000000    ,  23213.47    ,  32314.79    ,  0.000000    ,  32314.79    ,  23213.47    ,  9101.319    ,  9175.040    ,  73.72123    , 0.1327634    ,  55528.26    ,  957780.0    ,  2872951.    ,  1090.270    , 0.3794949E-01, 0.3794949E-01
         1.983,              ,  0.000000    ,  23521.13    ,  32589.79    ,  0.000000    ,  32589.79    ,  23521.13    ,  9068.664    ,  9146.248    ,  77.58461    , 0.1382701    ,  56110.92    ,  966926.2    ,  2929062.    ,  1167.855    , 0.3987129E-01, 0.3987129E-01
         2.000,              ,  0.000000    ,  24006.11    ,  32864.79    ,  0.000000    ,  32864.79    ,  24006.11    ,  8858.683    ,  8938.396    ,  79.71379    , 0.1401662    ,  56870.90    ,  975864.6    ,  2985933.    ,  1247.569    , 0.4178154E-01, 0.4178154E-01
         2.017,              ,  0.000000    ,  24398.85    ,  32930.10    ,  0.000000    ,  32930.10    ,  24398.85    ,  8531.254    ,  8611.118    ,  79.86353    , 0.1393075    ,  57328.95    ,  984475.7    ,  3043262.    ,  1327.432    , 0.4361873E-01, 0.4361873E-01
         2.033,              ,  0.000000    ,  24732.16    ,  32792.60    ,  0.000000    ,  32792.60    ,  24732.16    ,  8060.440    ,  8140.098    ,  79.65874    , 0.1384773    ,  57524.77    ,  992615.8    ,  3100787.    ,  1407.091    , 0.4537852E-01, 0.4537852E-01
         2.050,              ,  0.000000    ,  25022.97    ,  32655.10    ,  0.000000    ,  32655.10    ,  25022.97    ,  7632.137    ,  7711.735    ,  79.59739    , 0.1380029    ,  57678.07    ,  1000328.    ,  3158465.    ,  1486.688    , 0.4706997E-01, 0.4706997E-01
         2.067,              ,  0.000000    ,  25277.10    ,  32517.60    ,  0.000000    ,  32517.60    ,  25277.10    ,  7240.502    ,  7320.040    ,  79.53792    , 0.1376215    ,  57794.71    ,  1007648.    ,  3216259.    ,  1566.226    , 0.4869714E-01, 0.4869714E-01
         2.083,              ,  0.000000    ,  25433.90    ,  32380.10    ,  0.000000    ,  32380.10    ,  25433.90    ,  6946.201    ,  7027.159    ,  80.95786    , 0.1400316    ,  57814.01    ,  1014675.    ,  3274073.    ,  1647.184    , 0.5030993E-01, 0.5030993E-01
         2.100,              ,  0.000000    ,  25476.80    ,  32242.60    ,  0.000000    ,  32242.60    ,  25476.80    ,  6765.809    ,  6847.215    ,  81.40569    , 0.1410370    ,  57719.40    ,  1021522.    ,  3331793.    ,  1728.590    , 0.5188167E-01, 0.5188167E-01
         2.117,              ,  0.000000    ,  25703.92    ,  32105.10    ,  0.000000    ,  32105.10    ,  25703.92    ,  6401.183    ,  6482.866    ,  81.68271    , 0.1412975    ,  57809.03    ,  1028005.    ,  3389602.    ,  1810.273    , 0.5340664E-01, 0.5340664E-01
         2.133,              ,  0.000000    ,  25980.58    ,  31967.60    ,  0.000000    ,  31967.60    ,  25980.58    ,  5987.027    ,  6070.117    ,  83.09059    , 0.1433877    ,  57948.18    ,  1034075.    ,  3447550.    ,  1893.363    , 0.5491909E-01, 0.5491909E-01
         2.150,              ,  0.000000    ,  26331.69    ,  31830.10    ,  0.000000    ,  31830.10    ,  26331.69    ,  5498.411    ,  5588.107    ,  89.69588    , 0.1542179    ,  58161.80    ,  1039663.    ,  3505712.    ,  1983.059    , 0.5656652E-01, 0.5656652E-01
         2.167,              ,  0.000000    ,  26625.03    ,  31692.60    ,  0.000000    ,  31692.60    ,  26625.03    ,  5067.572    ,  5162.339    ,  94.76745    , 0.1625022    ,  58317.64    ,  1044825.    ,  3564030.    ,  2077.827    , 0.5829992E-01, 0.5829992E-01
         2.183,              ,  0.000000    ,  26972.33    ,  31555.10    ,  0.000000    ,  31555.10    ,  26972.33    ,  4582.778    ,  4674.013    ,  91.23437    , 0.1558831    ,  58527.43    ,  1049499.    ,  3622557.    ,  2169.061    , 0.5987652E-01, 0.5987652E-01
         2.200,              ,  0.000000    ,  27236.73    ,  31417.60    ,  0.000000    ,  31417.60    ,  27236.73    ,  4180.873    ,  4272.958    ,  92.08485    , 0.1569958    ,  58654.34    ,  1053772.    ,  3681211.    ,  2261.146    , 0.6142396E-01, 0.6142396E-01
         2.217,              ,  0.000000    ,  27517.15    ,  31280.10    ,  0.000000    ,  31280.10    ,  27517.15    ,  3762.951    ,  3857.053    ,  94.10215    , 0.1600451    ,  58797.26    ,  1057629.    ,  3740009.    ,  2355.248    , 0.6297440E-01, 0.6297440E-01
         2.233,              ,  0.000000    ,  27786.38    ,  31142.60    ,  0.000000    ,  31142.60    ,  27786.38    ,  3356.229    ,  3456.267    ,  100.0379    , 0.1697602    ,  58928.98    ,  1061086.    ,  3798938.    ,  2455.286    , 0.6463086E-01, 0.6463086E-01
         2.250,              ,  0.000000    ,  28045.38    ,  31005.10    ,  0.000000    ,  31005.10    ,  28045.38    ,  2959.727    ,  3060.391    ,  100.6644    , 0.1704718    ,  59050.48    ,  1064146.    ,  3857988.    ,  2555.950    , 0.6625086E-01, 0.6625086E-01
         2.267,              ,  0.000000    ,  28302.92    ,  30867.60    ,  0.000000    ,  30867.60    ,  28302.92    ,  2564.682    ,  2665.163    ,  100.4807    , 0.1698155    ,  59170.53    ,  1066811.    ,  3917159.    ,  2656.431    , 0.6781525E-01, 0.6781525E-01
         2.283,              ,  0.000000    ,  28532.91    ,  30730.10    ,  0.000000    ,  30730.10    ,  28532.91    ,  2197.198    ,  2301.660    ,  104.4628    , 0.1762698    ,  59263.01    ,  1069113.    ,  3976422.    ,  2760.894    , 0.6943162E-01, 0.6943162E-01
         2.300,              ,  0.000000    ,  28740.48    ,  30592.60    ,  0.000000    ,  30592.60    ,  28740.48    ,  1852.121    ,  1954.432    ,  102.3114    , 0.1724357    ,  59333.09    ,  1071067.    ,  4035755.    ,  2863.205    , 0.7094597E-01, 0.7094597E-01
         2.317,              ,  0.000000    ,  28951.06    ,  30455.10    ,  0.000000    ,  30455.10    ,  28951.06    ,  1504.046    ,  1606.362    ,  102.3156    , 0.1722306    ,  59406.16    ,  1072674.    ,  4095161.    ,  2965.521    , 0.7241525E-01, 0.7241525E-01
         2.333,              ,  0.000000    ,  29166.56    ,  30317.60    ,  0.000000    ,  30317.60    ,  29166.56    ,  1151.048    ,  1262.877    ,  111.8285    , 0.1879971    ,  59484.16    ,  1073937.    ,  4154645.    ,  3077.349    , 0.7407009E-01, 0.7407009E-01
         2.350,              ,  0.000000    ,  29327.20    ,  30180.10    ,  0.000000    ,  30180.10    ,  29327.20    ,  852.8997    ,  958.8038    ,  105.9041    , 0.1779682    ,  59507.31    ,  1074895.    ,  4214152.    ,  3183.253    , 0.7553722E-01, 0.7553722E-01
         2.367,              ,  0.000000    ,  29467.86    ,  30042.60    ,  0.000000    ,  30042.60    ,  29467.86    ,  574.7415    ,  680.4385    ,  105.6970    , 0.1776108    ,  59510.47    ,  1075576.    ,  4273663.    ,  3288.950    , 0.7695859E-01, 0.7695859E-01
         2.383,              ,  0.000000    ,  29592.49    ,  29905.10    ,  0.000000    ,  29905.10    ,  29592.49    ,  312.6174    ,  418.1336    ,  105.5162    , 0.1773453    ,  59497.59    ,  1075994.    ,  4333160.    ,  3394.467    , 0.7833697E-01, 0.7833697E-01
         2.400,              ,  0.000000    ,  29712.77    ,  29767.60    ,  0.000000    ,  29767.60    ,  29712.77    ,  54.83169    ,  159.2364    ,  104.4048    , 0.1755281    ,  59480.38    ,  1076153.    ,  4392641.    ,  3498.871    , 0.7965303E-01, 0.7965303E-01
         2.417,              ,  0.000000    ,  29875.34    ,  29630.10    ,  0.000000    ,  29630.10    ,  29875.34    , -245.2337    , -137.9476    ,  107.2862    , 0.1802964    ,  59505.44    ,  1076015.    ,  4452146.    ,  3606.157    , 0.8099818E-01, 0.8099818E-01
         2.433,              ,  0.000000    ,  29999.11    ,  29492.60    ,  0.000000    ,  29492.60    ,  29999.11    , -506.5034    , -404.1912    ,  102.3122    , 0.1719772    ,  59491.71    ,  1075611.    ,  4511638.    ,  3708.470    , 0.8219786E-01, 0.8219786E-01
         2.450,              ,  0.000000    ,  30055.33    ,  29355.10    ,  0.000000    ,  29355.10    ,  30055.33    , -700.2290    , -591.2736    ,  108.9554    , 0.1833944    ,  59410.44    ,  1075020.    ,  4571048.    ,  3817.425    , 0.8351312E-01, 0.8351312E-01
         2.467,              ,  0.000000    ,  30099.47    ,  29217.60    ,  0.000000    ,  29217.60    ,  30099.47    , -881.8639    , -774.9664    ,  106.8975    , 0.1802138    ,  59317.07    ,  1074245.    ,  4630365.    ,  3924.323    , 0.8475190E-01, 0.8475190E-01
         2.483,              ,  0.000000    ,  30177.03    ,  29080.10    ,  0.000000    ,  29080.10    ,  30177.03    , -1096.923    , -991.6903    ,  105.2329    , 0.1775869    ,  59257.13    ,  1073253.    ,  4689622.    ,  4029.555    , 0.8592494E-01, 0.8592494E-01
         2.500,              ,  0.000000    ,  30269.97    ,  28942.60    ,  0.000000    ,  28942.60    ,  30269.97    , -1327.365    , -1229.524    ,  97.84089    , 0.1652367    ,  59212.57    ,  1072024.    ,  4748835.    ,  4127.396    , 0.8691387E-01, 0.8691387E-01
         2.517,              ,  0.000000    ,  30385.96    ,  28805.10    ,  0.000000    ,  28805.10    ,  30385.96    , -1580.860    , -1467.891    ,  112.9693    , 0.1908552    ,  59191.07    ,  1070556.    ,  4808026.    ,  4240.366    , 0.8819348E-01, 0.8819348E-01
         2.533,              ,  0.000000    ,  30368.34    ,  28667.60    ,  0.000000    ,  28667.60    ,  30368.34    , -1700.739    , -1595.569    ,  105.1702    , 0.1781461    ,  59035.95    ,  1068960.    ,  4867062.    ,  4345.536    , 0.8928458E-01, 0.8928458E-01
         2.550,              ,  0.000000    ,  30476.80    ,  28530.10    ,  0.000000    ,  28530.10    ,  30476.80    , -1946.694    , -1844.112    ,  102.5823    , 0.1738479    ,  59006.90    ,  1067116.    ,  4926069.    ,  4448.118    , 0.9029752E-01, 0.9029752E-01
         2.567,              ,  0.000000    ,  30426.88    ,  28392.60    ,  0.000000    ,  28392.60    ,  30426.88    , -2034.277    , -1928.220    ,  106.0564    , 0.1803082    ,  58819.48    ,  1065188.    ,  4984888.    ,  4554.174    , 0.9135961E-01, 0.9135961E-01
         2.583,              ,  0.000000    ,  30470.08    ,  28255.10    ,  0.000000    ,  28255.10    ,  30470.08    , -2214.980    , -2115.688    ,  99.29213    , 0.1690793    ,  58725.19    ,  1063072.    ,  5043614.    ,  4653.467    , 0.9226453E-01, 0.9226453E-01
         2.600,              ,  0.000000    ,  30487.95    ,  28117.60    ,  0.000000    ,  28117.60    ,  30487.95    , -2370.343    , -2262.594    ,  107.7488    , 0.1838543    ,  58605.55    ,  1060810.    ,  5102219.    ,  4761.215    , 0.9331656E-01, 0.9331656E-01
         2.617,              ,  0.000000    ,  30436.76    ,  27980.10    ,  0.000000    ,  27980.10    ,  30436.76    , -2456.654    , -2352.377    ,  104.2769    , 0.1785048    ,  58416.86    ,  1058457.    ,  5160636.    ,  4865.492    , 0.9428086E-01, 0.9428086E-01
         2.633,              ,  0.000000    ,  30507.90    ,  27842.60    ,  0.000000    ,  27842.60    ,  30507.90    , -2665.295    , -2562.667    ,  102.6281    , 0.1758822    ,  58350.50    ,  1055894.    ,  5218987.    ,  4968.120    , 0.9519320E-01, 0.9519320E-01
         2.650,              ,  0.000000    ,  30409.51    ,  27705.10    ,  0.000000    ,  27705.10    ,  30409.51    , -2704.410    , -2600.678    ,  103.7313    , 0.1784944    ,  58114.62    ,  1053294.    ,  5277101.    ,  5071.852    , 0.9611056E-01, 0.9611056E-01
         2.667,              ,  0.000000    ,  30452.28    ,  27567.60    ,  0.000000    ,  27567.60    ,  30452.28    , -2884.679    , -2783.173    ,  101.5056    , 0.1749497    ,  58019.89    ,  1050511.    ,  5335121.    ,  5173.357    , 0.9696795E-01, 0.9696795E-01
         2.683,              ,  0.000000    ,  30355.60    ,  27430.10    ,  0.000000    ,  27430.10    ,  30355.60    , -2925.497    , -2819.037    ,  106.4602    , 0.1842327    ,  57785.71    ,  1047692.    ,  5392907.    ,  5279.818    , 0.9790300E-01, 0.9790300E-01
         2.700,              ,  0.000000    ,  30303.46    ,  27292.60    ,  0.000000    ,  27292.60    ,  30303.46    , -3010.861    , -2907.566    ,  103.2947    , 0.1793433    ,  57596.07    ,  1044784.    ,  5450503.    ,  5383.112    , 0.9876359E-01, 0.9876359E-01
         2.717,              ,  0.000000    ,  30333.49    ,  27155.10    ,  0.000000    ,  27155.10    ,  30333.49    , -3178.383    , -3075.125    ,  103.2576    , 0.1796141    ,  57488.59    ,  1041709.    ,  5507991.    ,  5486.370    , 0.9960745E-01, 0.9960745E-01
         2.733,              ,  0.000000    ,  30202.54    ,  27017.60    ,  0.000000    ,  27017.60    ,  30202.54    , -3184.933    , -3079.806    ,  105.1275    , 0.1837246    ,  57220.14    ,  1038629.    ,  5565212.    ,  5591.497    , 0.1004723    , 0.1004723    
         2.750,              ,  0.000000    ,  30141.61    ,  26880.10    ,  0.000000    ,  26880.10    ,  30141.61    , -3261.505    , -3157.077    ,  104.4281    , 0.1831374    ,  57021.71    ,  1035472.    ,  5622233.    ,  5695.925    , 0.1013107    , 0.1013107    
         2.767,              ,  0.000000    ,  30081.47    ,  26742.60    ,  0.000000    ,  26742.60    ,  30081.47    , -3338.869    , -3233.359    ,  105.5093    , 0.1856771    ,  56824.08    ,  1032239.    ,  5679057.    ,  5801.435    , 0.1021549    , 0.1021549    
         2.783,              ,  0.000000    ,  30065.22    ,  26605.10    ,  0.000000    ,  26605.10    ,  30065.22    , -3460.118    , -3356.959    ,  103.1595    , 0.1820344    ,  56670.33    ,  1028882.    ,  5735728.    ,  5904.594    , 0.1029441    , 0.1029441    
         2.800,              ,  0.000000    ,  29921.57    ,  26467.60    ,  0.000000    ,  26467.60    ,  29921.57    , -3453.962    , -3348.255    ,  105.7074    , 0.1874604    ,  56389.17    ,  1025533.    ,  5792117.    ,  6010.302    , 0.1037669    , 0.1037669    
         2.817,              ,  0.000000    ,  29840.71    ,  26330.10    ,  0.000000    ,  26330.10    ,  29840.71    , -3510.610    , -3405.180    ,  105.4306    , 0.1876965    ,  56170.82    ,  1022128.    ,  5848288.    ,  6115.732    , 0.1045730    , 0.1045730    
         2.833,              ,  0.000000    ,  29739.89    ,  26192.60    ,  0.000000    ,  26192.60    ,  29739.89    , -3547.290    , -3441.300    ,  105.9901    , 0.1894965    ,  55932.50    ,  1018687.    ,  5904220.    ,  6221.722    , 0.1053775    , 0.1053775    
         2.850,              ,  0.000000    ,  29652.95    ,  26055.10    ,  0.000000    ,  26055.10    ,  29652.95    , -3597.842    , -3492.725    ,  105.1171    , 0.1886929    ,  55708.05    ,  1015194.    ,  5959928.    ,  6326.839    , 0.1061563    , 0.1061563    
         2.867,              ,  0.000000    ,  29563.14    ,  25917.60    ,  0.000000    ,  25917.60    ,  29563.14    , -3645.533    , -3539.705    ,  105.8274    , 0.1907463    ,  55480.74    ,  1011655.    ,  6015409.    ,  6432.667    , 0.1069365    , 0.1069365    
         2.883,              ,  0.000000    ,  29473.46    ,  25780.10    ,  0.000000    ,  25780.10    ,  29473.46    , -3693.360    , -3587.765    ,  105.5955    , 0.1911107    ,  55253.57    ,  1008067.    ,  6070663.    ,  6538.262    , 0.1077026    , 0.1077026    
         2.900,              ,  0.000000    ,  29365.82    ,  25642.60    ,  0.000000    ,  25642.60    ,  29365.82    , -3723.219    , -3617.639    ,  105.5807    , 0.1919356    ,  55008.43    ,  1004449.    ,  6125671.    ,  6643.843    , 0.1084590    , 0.1084590    
         2.917,              ,  0.000000    ,  29255.69    ,  25505.10    ,  0.000000    ,  25505.10    ,  29255.69    , -3750.585    , -3644.806    ,  105.7786    , 0.1931648    ,  54760.79    ,  1000804.    ,  6180432.    ,  6749.622    , 0.1092095    , 0.1092095    
         2.933,              ,  0.000000    ,  29146.80    ,  25367.60    ,  0.000000    ,  25367.60    ,  29146.80    , -3779.191    , -3679.306    ,  99.88478    , 0.1832264    ,  54514.40    ,  997125.0    ,  6234946.    ,  6849.506    , 0.1098567    , 0.1098567    
         2.950,              ,  0.000000    ,  29040.09    ,  25230.10    ,  0.000000    ,  25230.10    ,  29040.09    , -3809.982    , -3705.430    ,  104.5520    , 0.1926509    ,  54270.19    ,  993419.6    ,  6289216.    ,  6954.058    , 0.1105711    , 0.1105711    
         2.967,              ,  0.000000    ,  28913.81    ,  25092.60    ,  0.000000    ,  25092.60    ,  28913.81    , -3821.201    , -3718.431    ,  102.7704    , 0.1902930    ,  54006.41    ,  989701.2    ,  6343223.    ,  7056.829    , 0.1112499    , 0.1112499    
         2.983,              ,  0.000000    ,  28789.56    ,  24955.10    ,  0.000000    ,  24955.10    ,  28789.56    , -3834.459    , -3731.936    ,  102.5231    , 0.1907595    ,  53744.67    ,  985969.2    ,  6396967.    ,  7159.352    , 0.1119179    , 0.1119179    
         3.000,              ,  0.000000    ,  28679.38    ,  24817.60    ,  0.000000    ,  24817.60    ,  28679.38    , -3861.775    , -3754.591    ,  107.1840    , 0.2003552    ,  53496.98    ,  982214.6    ,  6450464.    ,  7266.536    , 0.1126514    , 0.1126514    
         3.017,              ,  0.000000    ,  28556.08    ,  24680.10    ,  0.000000    ,  24680.10    ,  28556.08    , -3875.972    , -3774.647    ,  101.3256    , 0.1903323    ,  53236.18    ,  978440.0    ,  6503701.    ,  7367.862    , 0.1132872    , 0.1132872    
         3.033,              ,  0.000000    ,  28415.50    ,  24542.60    ,  0.000000    ,  24542.60    ,  28415.50    , -3872.892    , -3772.315    ,  100.5773    , 0.1899186    ,  52958.10    ,  974667.7    ,  6556659.    ,  7468.439    , 0.1139062    , 0.1139062    
         3.050,              ,  0.000000    ,  28294.10    ,  24405.10    ,  0.000000    ,  24405.10    ,  28294.10    , -3888.998    , -3789.525    ,  99.47302    , 0.1887562    ,  52699.21    ,  970878.1    ,  6609358.    ,  7567.912    , 0.1145030    , 0.1145030    
         3.067,              ,  0.000000    ,  28164.20    ,  24267.60    ,  0.000000    ,  24267.60    ,  28164.20    , -3896.599    , -3797.136    ,  99.46374    , 0.1897011    ,  52431.81    ,  967081.0    ,  6661790.    ,  7667.376    , 0.1150948    , 0.1150948    
         3.083,              ,  0.000000    ,  28037.80    ,  24130.10    ,  0.000000    ,  24130.10    ,  28037.80    , -3907.694    , -3811.712    ,  95.98200    , 0.1839867    ,  52167.90    ,  963269.3    ,  6713958.    ,  7763.358    , 0.1156301    , 0.1156301    
         3.100,              ,  0.000000    ,  27928.15    ,  23992.60    ,  0.000000    ,  23992.60    ,  27928.15    , -3935.550    , -3840.983    ,  94.56631    , 0.1821358    ,  51920.76    ,  959428.3    ,  6765878.    ,  7857.924    , 0.1161405    , 0.1161405    
         3.117,              ,  0.000000    ,  27793.38    ,  23855.10    ,  0.000000    ,  23855.10    ,  27793.38    , -3938.276    , -3838.770    ,  99.50658    , 0.1926612    ,  51648.48    ,  955589.5    ,  6817527.    ,  7957.430    , 0.1167202    , 0.1167202    
         3.133,              ,  0.000000    ,  27633.46    ,  23717.60    ,  0.000000    ,  23717.60    ,  27633.46    , -3915.851    , -3822.291    ,  93.56061    , 0.1821980    ,  51351.06    ,  951767.3    ,  6868878.    ,  8050.991    , 0.1172097    , 0.1172097    
         3.150,              ,  0.000000    ,  27523.91    ,  23580.10    ,  0.000000    ,  23580.10    ,  27523.91    , -3943.802    , -3852.151    ,  91.65094    , 0.1793420    ,  51104.01    ,  947915.1    ,  6919982.    ,  8142.642    , 0.1176685    , 0.1176685    
         3.167,              ,  0.000000    ,  27399.60    ,  23442.60    ,  0.000000    ,  23442.60    ,  27399.60    , -3956.992    , -3865.349    ,  91.64331    , 0.1802505    ,  50842.20    ,  944049.8    ,  6970824.    ,  8234.285    , 0.1181250    , 0.1181250    
         3.183,              ,  1.713290    ,  27301.83    ,  23305.10    ,  0.000000    ,  23306.82    ,  27301.83    , -3995.011    , -3902.316    ,  92.69510    , 0.1831606    ,  50608.65    ,  940147.4    ,  7021433.    ,  8326.980    , 0.1185938    , 0.1185938    
         3.200,              ,  16.95560    ,  27187.95    ,  23167.60    ,  0.000000    ,  23184.56    ,  27187.95    , -4003.394    , -3910.969    ,  92.42475    , 0.1834825    ,  50372.51    ,  936236.5    ,  7071805.    ,  8419.405    , 0.1190560    , 0.1190560    
         3.217,              ,  24.02330    ,  27055.39    ,  23030.10    ,  0.000000    ,  23054.13    ,  27055.39    , -4001.259    , -3912.303    ,  88.95516    , 0.1775215    ,  50109.51    ,  932324.2    ,  7121915.    ,  8508.360    , 0.1194673    , 0.1194673    
         3.233,              ,  0.000000    ,  26853.78    ,  22892.60    ,  0.000000    ,  22892.60    ,  26853.78    , -3961.172    , -3873.054    ,  88.11808    , 0.1771347    ,  49746.38    ,  928451.1    ,  7171661.    ,  8596.478    , 0.1198673    , 0.1198673    
         3.250,              ,  0.000000    ,  26763.90    ,  22755.10    ,  0.000000    ,  22755.10    ,  26763.90    , -4008.792    , -3921.537    ,  87.25450    , 0.1762041    ,  49519.00    ,  924529.6    ,  7221180.    ,  8683.733    , 0.1202537    , 0.1202537    
         3.267,              ,  0.000000    ,  26690.22    ,  22617.60    ,  0.000000    ,  22617.60    ,  26690.22    , -4072.620    , -3985.261    ,  87.35888    , 0.1771704    ,  49307.83    ,  920544.3    ,  7270488.    ,  8771.092    , 0.1206397    , 0.1206397    
         3.283,              ,  0.000000    ,  26497.98    ,  22480.10    ,  0.000000    ,  22480.10    ,  26497.98    , -4017.872    , -3932.140    ,  85.73226    , 0.1750421    ,  48978.08    ,  916612.2    ,  7319466.    ,  8856.824    , 0.1210037    , 0.1210037    
         3.300,              ,  0.000000    ,  26390.76    ,  22342.60    ,  0.000000    ,  22342.60    ,  26390.76    , -4048.160    , -3961.329    ,  86.83026    , 0.1781741    ,  48733.37    ,  912650.8    ,  7368199.    ,  8943.654    , 0.1213818    , 0.1213818    
