"Time (h)    ","1D and 2D:  ","H Vol In    ","H Vol Out   ","Q Vol In    ","Q Vol Out   ","Tot Vol In  ","Tot Vol Out ","Vol I-O     ","dVol        ","Vol Err     ","Q ME (%)    ","Vol I+O     ","Tot Vol     ","Cum Vol I+O ","Cum Vol Err ","Cum ME (%)  ","Cum Q ME (%)"
         5.033,              ,  0.000000    ,  12594.29    ,  8042.604    ,  0.000000    ,  8042.604    ,  12594.29    , -4551.681    , -4520.196    ,  31.48560    , 0.1525695    ,  20636.89    ,  472193.8    , 0.1095894E+08,  13466.11    , 0.1228779    , 0.1228779    
         5.050,              ,  0.000000    ,  12516.52    ,  7905.104    ,  0.000000    ,  7905.104    ,  12516.52    , -4611.414    , -4578.545    ,  32.86915    , 0.1609527    ,  20421.62    ,  467615.2    , 0.1097936E+08,  13498.98    , 0.1229487    , 0.1229487    
         5.067,              ,  0.000000    ,  12350.09    ,  7767.604    ,  0.000000    ,  7767.604    ,  12350.09    , -4582.483    , -4553.245    ,  29.23741    , 0.1453319    ,  20117.69    ,  463062.0    , 0.1099948E+08,  13528.22    , 0.1229896    , 0.1229896    
         5.083,              ,  0.000000    ,  12205.84    ,  7630.104    ,  0.000000    ,  7630.104    ,  12205.84    , -4575.732    , -4543.588    ,  32.14453    , 0.1620520    ,  19835.94    ,  458518.4    , 0.1101932E+08,  13560.37    , 0.1230600    , 0.1230600    
         5.100,              ,  0.000000    ,  12065.95    ,  7492.604    ,  0.000000    ,  7492.604    ,  12065.95    , -4573.346    , -4540.451    ,  32.89479    , 0.1681862    ,  19558.55    ,  453977.9    , 0.1103887E+08,  13593.26    , 0.1231399    , 0.1231399    
         5.117,              ,  0.000000    ,  11934.54    ,  7355.104    ,  0.000000    ,  7355.104    ,  11934.54    , -4579.439    , -4547.195    ,  32.24440    , 0.1671591    ,  19289.65    ,  449430.7    , 0.1105816E+08,  13625.51    , 0.1232167    , 0.1232167    
         5.133,              ,  0.000000    ,  11807.40    ,  7217.604    ,  0.000000    ,  7217.604    ,  11807.40    , -4589.793    , -4556.612    ,  33.18027    , 0.1744035    ,  19025.00    ,  444874.1    , 0.1107719E+08,  13658.69    , 0.1233046    , 0.1233046    
         5.150,              ,  0.000000    ,  11758.26    ,  7080.104    ,  0.000000    ,  7080.104    ,  11758.26    , -4678.157    , -4645.237    ,  32.91991    , 0.1747493    ,  18838.37    ,  440228.9    , 0.1109603E+08,  13691.61    , 0.1233920    , 0.1233920    
         5.167,              ,  0.000000    ,  11530.43    ,  6942.604    ,  0.000000    ,  6942.604    ,  11530.43    , -4587.824    , -4557.332    ,  30.49156    , 0.1650598    ,  18473.03    ,  435671.6    , 0.1111450E+08,  13722.10    , 0.1234612    , 0.1234612    
         5.183,              ,  0.000000    ,  11314.68    ,  6805.104    ,  0.000000    ,  6805.104    ,  11314.68    , -4509.580    , -4479.780    ,  29.80003    , 0.1644613    ,  18119.79    ,  431191.8    , 0.1113262E+08,  13751.90    , 0.1235279    , 0.1235279    
         5.200,              ,  0.000000    ,  11218.05    ,  6667.604    ,  0.000000    ,  6667.604    ,  11218.05    , -4550.443    , -4516.377    ,  34.06569    , 0.1904638    ,  17885.65    ,  426675.4    , 0.1115051E+08,  13785.96    , 0.1236353    , 0.1236353    
         5.217,              ,  0.000000    ,  11226.99    ,  6530.104    ,  0.000000    ,  6530.104    ,  11226.99    , -4696.890    , -4663.497    ,  33.39319    , 0.1880555    ,  17757.10    ,  422011.9    , 0.1116826E+08,  13819.36    , 0.1237377    , 0.1237377    
         5.233,              ,  0.000000    ,  11030.19    ,  6392.604    ,  0.000000    ,  6392.604    ,  11030.19    , -4637.585    , -4605.706    ,  31.87929    , 0.1829746    ,  17422.79    ,  417406.2    , 0.1118569E+08,  13851.24    , 0.1238300    , 0.1238300    
         5.250,              ,  0.000000    ,  10891.69    ,  6255.104    ,  0.000000    ,  6255.104    ,  10891.69    , -4636.582    , -4599.935    ,  36.64633    , 0.2137212    ,  17146.79    ,  412806.3    , 0.1120283E+08,  13887.88    , 0.1239676    , 0.1239676    
         5.267,              ,  0.000000    ,  10840.06    ,  6117.604    ,  0.000000    ,  6117.604    ,  10840.06    , -4722.451    , -4678.525    ,  43.92580    , 0.2590322    ,  16957.66    ,  408127.7    , 0.1121979E+08,  13931.81    , 0.1241717    , 0.1241717    
         5.283,              ,  0.000000    ,  10796.89    ,  5980.104    ,  0.000000    ,  5980.104    ,  10796.89    , -4816.790    , -4779.559    ,  37.23114    , 0.2219178    ,  16777.00    ,  403348.2    , 0.1123657E+08,  13969.04    , 0.1243177    , 0.1243177    
         5.300,              ,  0.000000    ,  10644.55    ,  5842.604    ,  0.000000    ,  5842.604    ,  10644.55    , -4801.942    , -4767.086    ,  34.85640    , 0.2114156    ,  16487.15    ,  398581.1    , 0.1125305E+08,  14003.89    , 0.1244453    , 0.1244453    
         5.317,              ,  0.000000    ,  10410.17    ,  5705.104    ,  0.000000    ,  5705.104    ,  10410.17    , -4705.061    , -4672.500    ,  32.56142    , 0.2020532    ,  16115.27    ,  393908.6    , 0.1126917E+08,  14036.46    , 0.1245563    , 0.1245563    
         5.333,              ,  0.000000    ,  10294.13    ,  5567.604    ,  0.000000    ,  5567.604    ,  10294.13    , -4726.527    , -4692.233    ,  34.29344    , 0.2162023    ,  15861.74    ,  389216.4    , 0.1128503E+08,  14070.75    , 0.1246851    , 0.1246851    
         5.350,              ,  0.000000    ,  10159.10    ,  5430.104    ,  0.000000    ,  5430.104    ,  10159.10    , -4728.995    , -4697.058    ,  31.93737    , 0.2048685    ,  15589.20    ,  384519.3    , 0.1130062E+08,  14102.69    , 0.1247957    , 0.1247957    
         5.367,              ,  0.000000    ,  9594.550    ,  5292.604    ,  0.000000    ,  5292.604    ,  9594.550    , -4301.946    , -4273.545    ,  28.40134    , 0.1907775    ,  14887.15    ,  380245.7    , 0.1131551E+08,  14131.09    , 0.1248825    , 0.1248825    
         5.383,              ,  0.000000    ,  9659.607    ,  5155.104    ,  0.000000    ,  5155.104    ,  9659.607    , -4504.503    , -4469.908    ,  34.59461    , 0.2335153    ,  14814.71    ,  375775.8    , 0.1133032E+08,  14165.68    , 0.1250245    , 0.1250245    
         5.400,              ,  0.000000    ,  9606.305    ,  5017.604    ,  0.000000    ,  5017.604    ,  9606.305    , -4588.700    , -4550.538    ,  38.16229    , 0.2609582    ,  14623.91    ,  371225.3    , 0.1134495E+08,  14203.85    , 0.1251998    , 0.1251998    
         5.417,              ,  0.000000    ,  9474.731    ,  4880.104    ,  0.000000    ,  4880.104    ,  9474.731    , -4594.627    , -4563.784    ,  30.84359    , 0.2148655    ,  14354.84    ,  366661.5    , 0.1135930E+08,  14234.69    , 0.1253131    , 0.1253131    
         5.433,              ,  0.000000    ,  9365.803    ,  4742.604    ,  0.000000    ,  4742.604    ,  9365.803    , -4623.199    , -4588.425    ,  34.77382    , 0.2464759    ,  14108.41    ,  362073.1    , 0.1137341E+08,  14269.46    , 0.1254634    , 0.1254634    
         5.450,              ,  0.000000    ,  9326.945    ,  4605.104    ,  0.000000    ,  4605.104    ,  9326.945    , -4721.841    , -4686.151    ,  35.69066    , 0.2561767    ,  13932.05    ,  357386.9    , 0.1138734E+08,  14305.15    , 0.1256233    , 0.1256233    
         5.467,              ,  0.000000    ,  9223.562    ,  4467.604    ,  0.000000    ,  4467.604    ,  9223.562    , -4755.958    , -4717.421    ,  38.53683    , 0.2814722    ,  13691.17    ,  352669.5    , 0.1140103E+08,  14343.69    , 0.1258104    , 0.1258104    
         5.483,              ,  0.000000    ,  8988.973    ,  4330.104    ,  0.000000    ,  4330.104    ,  8988.973    , -4658.869    , -4626.398    ,  32.47041    , 0.2437888    ,  13319.08    ,  348043.1    , 0.1141435E+08,  14376.16    , 0.1259481    , 0.1259481    
         5.500,              ,  0.000000    ,  8819.078    ,  4192.604    ,  0.000000    ,  4192.604    ,  8819.078    , -4626.473    , -4593.464    ,  33.00975    , 0.2536932    ,  13011.68    ,  343449.7    , 0.1142736E+08,  14409.17    , 0.1260936    , 0.1260936    
         5.517,              ,  0.000000    ,  8736.167    ,  4055.104    ,  0.000000    ,  4055.104    ,  8736.167    , -4681.063    , -4646.900    ,  34.16308    , 0.2670812    ,  12791.27    ,  338802.8    , 0.1144015E+08,  14443.33    , 0.1262512    , 0.1262512    
         5.533,              ,  0.000000    ,  8816.953    ,  3917.604    ,  0.000000    ,  3917.604    ,  8816.953    , -4899.349    , -4830.264    ,  69.08516    , 0.5425015    ,  12734.56    ,  333972.5    , 0.1145289E+08,  14512.42    , 0.1267140    , 0.1267140    
         5.550,              ,  0.000000    ,  8686.109    ,  3780.104    ,  0.000000    ,  3780.104    ,  8686.109    , -4906.005    , -4865.355    ,  40.64943    , 0.3260768    ,  12466.21    ,  329107.1    , 0.1146536E+08,  14553.07    , 0.1269308    , 0.1269308    
         5.567,              ,  0.000000    ,  8435.869    ,  3642.604    ,  0.000000    ,  3642.604    ,  8435.869    , -4793.265    , -4765.911    ,  27.35448    , 0.2264730    ,  12078.47    ,  324341.2    , 0.1147743E+08,  14580.42    , 0.1270356    , 0.1270356    
         5.583,              ,  0.000000    ,  8335.776    ,  3505.104    ,  0.000000    ,  3505.104    ,  8335.776    , -4830.672    , -4802.676    ,  27.99640    , 0.2364385    ,  11840.88    ,  319538.6    , 0.1148928E+08,  14608.42    , 0.1271483    , 0.1271483    
         5.600,              ,  0.000000    ,  8200.254    ,  3367.604    ,  0.000000    ,  3367.604    ,  8200.254    , -4832.650    , -4805.504    ,  27.14641    , 0.2346710    ,  11567.86    ,  314733.1    , 0.1150084E+08,  14635.57    , 0.1272565    , 0.1272565    
         5.617,              ,  0.000000    ,  8058.758    ,  3230.104    ,  0.000000    ,  3230.104    ,  8058.758    , -4828.654    , -4802.272    ,  26.38151    , 0.2336951    ,  11288.86    ,  309930.8    , 0.1151213E+08,  14661.95    , 0.1273608    , 0.1273608    
         5.633,              ,  0.000000    ,  7909.370    ,  3092.604    ,  0.000000    ,  3092.604    ,  7909.370    , -4816.766    , -4783.125    ,  33.64111    , 0.3057734    ,  11001.97    ,  305147.7    , 0.1152313E+08,  14695.59    , 0.1275312    , 0.1275312    
         5.650,              ,  0.000000    ,  7671.123    ,  2955.104    ,  0.000000    ,  2955.104    ,  7671.123    , -4716.019    , -4699.752    ,  16.26659    , 0.1530796    ,  10626.23    ,  300447.9    , 0.1153376E+08,  14711.85    , 0.1275547    , 0.1275547    
         5.667,              ,  0.000000    ,  7505.624    ,  2817.604    ,  0.000000    ,  2817.604    ,  7505.624    , -4688.020    , -4669.341    ,  18.67911    , 0.1809425    ,  10323.23    ,  295778.6    , 0.1154408E+08,  14730.53    , 0.1276025    , 0.1276025    
         5.683,              ,  0.000000    ,  7393.517    ,  2680.104    ,  0.000000    ,  2680.104    ,  7393.517    , -4713.413    , -4694.463    ,  18.94934    , 0.1881085    ,  10073.62    ,  291084.1    , 0.1155416E+08,  14749.48    , 0.1276552    , 0.1276552    
         5.700,              ,  0.000000    ,  7296.249    ,  2542.604    ,  0.000000    ,  2542.604    ,  7296.249    , -4753.645    , -4722.794    ,  30.85050    , 0.3135579    ,  9838.853    ,  286361.3    , 0.1156400E+08,  14780.33    , 0.1278134    , 0.1278134    
         5.717,              ,  0.000000    ,  7224.846    ,  2405.104    ,  0.000000    ,  2405.104    ,  7224.846    , -4819.742    , -4797.164    ,  22.57727    , 0.2344485    ,  9629.950    ,  281564.1    , 0.1157363E+08,  14802.91    , 0.1279021    , 0.1279021    
         5.733,              ,  0.000000    ,  7168.322    ,  2267.604    ,  0.000000    ,  2267.604    ,  7168.322    , -4900.718    , -4879.143    ,  21.57480    , 0.2286452    ,  9435.926    ,  276685.0    , 0.1158306E+08,  14824.49    , 0.1279842    , 0.1279842    
         5.750,              ,  0.000000    ,  6976.466    ,  2130.104    ,  0.000000    ,  2130.104    ,  6976.466    , -4846.362    , -4833.178    ,  13.18435    , 0.1447784    ,  9106.570    ,  271851.8    , 0.1159217E+08,  14837.67    , 0.1279974    , 0.1279974    
         5.767,              ,  0.000000    ,  6987.001    ,  1992.604    ,  0.000000    ,  1992.604    ,  6987.001    , -4994.397    , -4970.896    ,  23.50105    , 0.2617158    ,  8979.605    ,  266880.9    , 0.1160115E+08,  14861.17    , 0.1281009    , 0.1281009    
         5.783,              ,  0.000000    ,  6945.959    ,  1855.104    ,  0.000000    ,  1855.104    ,  6945.959    , -5090.855    , -5069.585    ,  21.26915    , 0.2416657    ,  8801.063    ,  261811.3    , 0.1160995E+08,  14882.44    , 0.1281870    , 0.1281870    
         5.800,              ,  0.000000    ,  6799.654    ,  1717.604    ,  0.000000    ,  1717.604    ,  6799.654    , -5082.050    , -5061.747    ,  20.30273    , 0.2383717    ,  8517.258    ,  256749.6    , 0.1161847E+08,  14902.74    , 0.1282677    , 0.1282677    
         5.817,              ,  0.000000    ,  6602.353    ,  1580.104    ,  0.000000    ,  1580.104    ,  6602.353    , -5022.249    , -5001.338    ,  20.91109    , 0.2555600    ,  8182.457    ,  251748.3    , 0.1162665E+08,  14923.65    , 0.1283573    , 0.1283573    
         5.833,              ,  0.000000    ,  6435.025    ,  1442.604    ,  0.000000    ,  1442.604    ,  6435.025    , -4992.421    , -4969.271    ,  23.15006    , 0.2938709    ,  7877.629    ,  246779.0    , 0.1163453E+08,  14946.80    , 0.1284694    , 0.1284694    
         5.850,              ,  0.000000    ,  6315.018    ,  1305.104    ,  0.000000    ,  1305.104    ,  6315.018    , -5009.914    , -4985.257    ,  24.65749    , 0.3235839    ,  7620.122    ,  241793.7    , 0.1164215E+08,  14971.46    , 0.1285971    , 0.1285971    
         5.867,              ,  0.000000    ,  6240.889    ,  1167.604    ,  0.000000    ,  1167.604    ,  6240.889    , -5073.285    , -5063.088    ,  10.19709    , 0.1376405    ,  7408.493    ,  236730.6    , 0.1164955E+08,  14981.66    , 0.1286028    , 0.1286028    
         5.883,              ,  0.000000    ,  6213.104    ,  1030.104    ,  0.000000    ,  1030.104    ,  6213.104    , -5183.000    , -5158.587    ,  24.41224    , 0.3370363    ,  7243.208    ,  231572.0    , 0.1165680E+08,  15006.07    , 0.1287324    , 0.1287324    
         5.900,              ,  0.000000    ,  6150.716    ,  892.6042    ,  0.000000    ,  892.6042    ,  6150.716    , -5258.112    , -5243.816    ,  14.29558    , 0.2029665    ,  7043.320    ,  226328.2    , 0.1166384E+08,  15020.37    , 0.1287772    , 0.1287772    
         5.917,              ,  0.000000    ,  5977.833    ,  755.1042    ,  0.000000    ,  755.1042    ,  5977.833    , -5222.729    , -5211.039    ,  11.68987    , 0.1736221    ,  6732.937    ,  221117.2    , 0.1167057E+08,  15032.06    , 0.1288031    , 0.1288031    
         5.933,              ,  0.000000    ,  5804.162    ,  617.6042    ,  0.000000    ,  617.6042    ,  5804.162    , -5186.558    , -5170.471    ,  16.08695    , 0.2505067    ,  6421.766    ,  215946.7    , 0.1167700E+08,  15048.14    , 0.1288700    , 0.1288700    
         5.950,              ,  0.000000    ,  5639.368    ,  480.1042    ,  0.000000    ,  480.1042    ,  5639.368    , -5159.264    , -5142.566    ,  16.69782    , 0.2728638    ,  6119.472    ,  210804.2    , 0.1168312E+08,  15064.84    , 0.1289454    , 0.1289454    
         5.967,              ,  0.000000    ,  5428.215    ,  342.6042    ,  0.000000    ,  342.6042    ,  5428.215    , -5085.611    , -5069.615    ,  15.99587    , 0.2771854    ,  5770.819    ,  205734.5    , 0.1168889E+08,  15080.84    , 0.1290186    , 0.1290186    
         5.983,              ,  0.000000    ,  5221.422    ,  205.1042    ,  0.000000    ,  205.1042    ,  5221.422    , -5016.318    , -5001.838    ,  14.47987    , 0.2668349    ,  5426.526    ,  200732.7    , 0.1169431E+08,  15095.32    , 0.1290825    , 0.1290825    
         6.000,              ,  0.000000    ,  4962.544    ,  67.60417    ,  0.000000    ,  67.60417    ,  4962.544    , -4894.940    , -4884.461    ,  10.47884    , 0.2083207    ,  5030.149    ,  195848.2    , 0.1169934E+08,  15105.80    , 0.1291166    , 0.1291166    
